x,y,s,dir,event,nflId,displayName,jerseyNumber,team,frame.id,gameId_x,playId,quarter,GameClock,down,yardsToGo,possessionTeam,yardlineSide,yardlineNumber,isSTPlay,PassLength,PassResult,YardsAfterCatch,PlayResult,playDescription,PositionAbbr,snap_x,snap_y
61.87,37.73,5.18,94.89,,2543498.0,Brandin Cooks,14.0,home,36,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
62.38,37.7,5.37,94.37,,2543498.0,Brandin Cooks,14.0,home,37,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
62.9,37.68,5.57,93.96,,2543498.0,Brandin Cooks,14.0,home,38,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
63.43,37.66,5.77,93.76,,2543498.0,Brandin Cooks,14.0,home,39,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
64.0,37.65,5.98,93.61,,2543498.0,Brandin Cooks,14.0,home,40,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
64.62,37.61,6.19,93.54,,2543498.0,Brandin Cooks,14.0,home,41,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
65.24,37.58,6.4,93.52,,2543498.0,Brandin Cooks,14.0,home,42,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
65.89,37.57,6.61,93.61,,2543498.0,Brandin Cooks,14.0,home,43,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
66.57,37.55,6.81,93.65,,2543498.0,Brandin Cooks,14.0,home,44,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
67.27,37.54,7.01,94.03,,2543498.0,Brandin Cooks,14.0,home,45,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
68.01,37.52,7.2,94.51,lateral,2543498.0,Brandin Cooks,14.0,home,46,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
68.76,37.5,7.38,95.04,,2543498.0,Brandin Cooks,14.0,home,47,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
69.53,37.46,7.58,95.74,,2543498.0,Brandin Cooks,14.0,home,48,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
70.33,37.4,7.75,96.45,,2543498.0,Brandin Cooks,14.0,home,49,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
71.15,37.32,7.9,97.15,,2543498.0,Brandin Cooks,14.0,home,50,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
71.96,37.23,8.05,97.95,,2543498.0,Brandin Cooks,14.0,home,51,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
72.79,37.12,8.18,98.86,,2543498.0,Brandin Cooks,14.0,home,52,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
73.62,36.99,8.3,99.83,,2543498.0,Brandin Cooks,14.0,home,53,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
74.46,36.85,8.4,100.84,,2543498.0,Brandin Cooks,14.0,home,54,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
75.29,36.69,8.49,101.92,,2543498.0,Brandin Cooks,14.0,home,55,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
76.14,36.51,8.58,103.03,,2543498.0,Brandin Cooks,14.0,home,56,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
77.0,36.3,8.65,104.08,,2543498.0,Brandin Cooks,14.0,home,57,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
77.87,36.08,8.71,105.14,,2543498.0,Brandin Cooks,14.0,home,58,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
78.73,35.84,8.73,106.23,,2543498.0,Brandin Cooks,14.0,home,59,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
79.59,35.58,8.77,107.29,,2543498.0,Brandin Cooks,14.0,home,60,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
80.44,35.3,8.79,108.4,,2543498.0,Brandin Cooks,14.0,home,61,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
81.28,35.0,8.8,109.45,,2543498.0,Brandin Cooks,14.0,home,62,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
82.12,34.69,8.8,110.56,,2543498.0,Brandin Cooks,14.0,home,63,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
82.96,34.37,8.79,111.77,,2543498.0,Brandin Cooks,14.0,home,64,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
83.8,34.02,8.76,113.02,,2543498.0,Brandin Cooks,14.0,home,65,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
84.64,33.67,8.7,114.3,,2543498.0,Brandin Cooks,14.0,home,66,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
85.46,33.3,8.63,115.64,,2543498.0,Brandin Cooks,14.0,home,67,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
86.24,32.92,8.55,117.03,,2543498.0,Brandin Cooks,14.0,home,68,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
87.04,32.54,8.46,118.45,pass_forward,2543498.0,Brandin Cooks,14.0,home,69,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
87.8,32.13,8.35,119.94,,2543498.0,Brandin Cooks,14.0,home,70,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
88.57,31.71,8.22,121.47,pass_outcome_incomplete,2543498.0,Brandin Cooks,14.0,home,71,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
54.09,17.82,1.31,74.97,ball_snap,2552424.0,Phillip Dorsett,15.0,home,15,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
54.22,17.83,1.51,73.63,,2552424.0,Phillip Dorsett,15.0,home,16,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
54.42,17.85,1.71,72.35,,2552424.0,Phillip Dorsett,15.0,home,17,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
54.64,17.89,1.92,71.17,,2552424.0,Phillip Dorsett,15.0,home,18,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
54.86,17.95,2.12,69.9,,2552424.0,Phillip Dorsett,15.0,home,19,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
55.1,18.01,2.34,68.53,,2552424.0,Phillip Dorsett,15.0,home,20,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
55.35,18.08,2.55,67.33,,2552424.0,Phillip Dorsett,15.0,home,21,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
55.65,18.19,2.76,66.52,,2552424.0,Phillip Dorsett,15.0,home,22,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
55.97,18.32,2.97,65.99,,2552424.0,Phillip Dorsett,15.0,home,23,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
56.28,18.46,3.15,65.58,,2552424.0,Phillip Dorsett,15.0,home,24,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
56.6,18.6,3.3,65.79,,2552424.0,Phillip Dorsett,15.0,home,25,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
56.93,18.77,3.4,66.07,,2552424.0,Phillip Dorsett,15.0,home,26,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
57.26,18.95,3.48,66.51,handoff,2552424.0,Phillip Dorsett,15.0,home,27,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
57.59,19.15,3.57,67.55,,2552424.0,Phillip Dorsett,15.0,home,28,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
57.91,19.37,3.66,69.19,,2552424.0,Phillip Dorsett,15.0,home,29,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
58.24,19.6,3.76,71.25,,2552424.0,Phillip Dorsett,15.0,home,30,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
58.57,19.8,3.84,73.76,,2552424.0,Phillip Dorsett,15.0,home,31,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
58.91,19.99,3.92,76.58,,2552424.0,Phillip Dorsett,15.0,home,32,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
59.26,20.17,4.02,79.54,,2552424.0,Phillip Dorsett,15.0,home,33,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
59.63,20.27,4.15,82.6,,2552424.0,Phillip Dorsett,15.0,home,34,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
60.01,20.34,4.27,85.58,,2552424.0,Phillip Dorsett,15.0,home,35,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
60.38,20.39,4.4,88.45,,2552424.0,Phillip Dorsett,15.0,home,36,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
60.8,20.4,4.58,91.18,,2552424.0,Phillip Dorsett,15.0,home,37,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
61.26,20.35,4.77,93.68,,2552424.0,Phillip Dorsett,15.0,home,38,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
61.76,20.26,4.98,95.79,,2552424.0,Phillip Dorsett,15.0,home,39,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
62.29,20.13,5.18,97.6,,2552424.0,Phillip Dorsett,15.0,home,40,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
62.83,19.96,5.36,98.99,,2552424.0,Phillip Dorsett,15.0,home,41,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
63.4,19.77,5.53,99.94,,2552424.0,Phillip Dorsett,15.0,home,42,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
64.0,19.57,5.66,100.17,,2552424.0,Phillip Dorsett,15.0,home,43,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
64.58,19.36,5.77,99.96,,2552424.0,Phillip Dorsett,15.0,home,44,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
65.19,19.17,5.86,99.44,,2552424.0,Phillip Dorsett,15.0,home,45,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
65.83,18.98,5.89,98.29,lateral,2552424.0,Phillip Dorsett,15.0,home,46,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
66.48,18.82,5.85,96.44,,2552424.0,Phillip Dorsett,15.0,home,47,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
67.15,18.69,5.77,94.18,,2552424.0,Phillip Dorsett,15.0,home,48,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
67.81,18.57,5.67,91.51,,2552424.0,Phillip Dorsett,15.0,home,49,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
68.44,18.48,5.54,88.2,,2552424.0,Phillip Dorsett,15.0,home,50,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
69.05,18.45,5.41,84.28,,2552424.0,Phillip Dorsett,15.0,home,51,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
69.65,18.47,5.26,79.86,,2552424.0,Phillip Dorsett,15.0,home,52,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
70.23,18.54,5.14,75.1,,2552424.0,Phillip Dorsett,15.0,home,53,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
70.8,18.66,5.02,70.01,,2552424.0,Phillip Dorsett,15.0,home,54,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
71.29,18.87,4.9,64.63,,2552424.0,Phillip Dorsett,15.0,home,55,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
71.71,19.17,4.79,59.14,,2552424.0,Phillip Dorsett,15.0,home,56,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
72.11,19.5,4.69,53.68,,2552424.0,Phillip Dorsett,15.0,home,57,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
72.48,19.86,4.62,48.21,,2552424.0,Phillip Dorsett,15.0,home,58,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
72.8,20.27,4.56,43.11,,2552424.0,Phillip Dorsett,15.0,home,59,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
73.08,20.74,4.49,38.29,,2552424.0,Phillip Dorsett,15.0,home,60,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
73.32,21.23,4.4,33.8,,2552424.0,Phillip Dorsett,15.0,home,61,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
73.52,21.74,4.26,29.73,,2552424.0,Phillip Dorsett,15.0,home,62,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
73.67,22.25,4.1,25.7,,2552424.0,Phillip Dorsett,15.0,home,63,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
73.79,22.76,3.91,22.22,,2552424.0,Phillip Dorsett,15.0,home,64,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
73.87,23.24,3.68,19.36,,2552424.0,Phillip Dorsett,15.0,home,65,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
73.95,23.69,3.42,16.46,,2552424.0,Phillip Dorsett,15.0,home,66,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
74.0,24.11,3.15,13.42,,2552424.0,Phillip Dorsett,15.0,home,67,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
74.04,24.47,2.83,10.48,,2552424.0,Phillip Dorsett,15.0,home,68,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
74.06,24.79,2.49,7.43,pass_forward,2552424.0,Phillip Dorsett,15.0,home,69,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
74.06,25.05,2.13,3.97,,2552424.0,Phillip Dorsett,15.0,home,70,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
74.03,25.19,1.77,359.74,pass_outcome_incomplete,2552424.0,Phillip Dorsett,15.0,home,71,2017090700,2874,3,08:02:00,1,10,NE,NE,46.0,False,-8.0,I,,0,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston]. flea flicker,WR,55.63,29.63
58.49,37.29,2.67,152.56,ball_snap,2649.0,Danny Amendola,80.0,home,15,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
58.63,37.11,2.73,149.4,,2649.0,Danny Amendola,80.0,home,16,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
58.78,36.94,2.82,146.81,,2649.0,Danny Amendola,80.0,home,17,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
58.96,36.78,2.93,144.85,,2649.0,Danny Amendola,80.0,home,18,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
59.15,36.64,3.06,143.53,,2649.0,Danny Amendola,80.0,home,19,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
59.36,36.47,3.21,142.92,,2649.0,Danny Amendola,80.0,home,20,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
59.61,36.29,3.37,143.13,,2649.0,Danny Amendola,80.0,home,21,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
59.86,36.07,3.54,143.75,,2649.0,Danny Amendola,80.0,home,22,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
60.14,35.83,3.73,145.1,,2649.0,Danny Amendola,80.0,home,23,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
60.41,35.56,3.92,146.72,,2649.0,Danny Amendola,80.0,home,24,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
60.68,35.24,4.13,148.67,,2649.0,Danny Amendola,80.0,home,25,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
60.94,34.89,4.34,150.65,,2649.0,Danny Amendola,80.0,home,26,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
61.2,34.51,4.55,152.72,,2649.0,Danny Amendola,80.0,home,27,2017090700,2921,3,07:22:00,3,5,NE,KC,49.0,False,3.0,I,,0,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,WR,60.4,28.23
